"","Rank","Study.Results","Gender","Phases","Funded.Bys","Start.Date","Primary.Completion.Date","Completion.Date","Results.First.Posted","DaysInterval","Country","Multicentric"
"2432",2517,"No Results Available","All","Phase 2","NIH|Other","August 2009",2016-08-01,2016-08-01,NA,NA," United States","0"
"2433",2518,"Has Results","All","Phase 2","Industry","July 2013",2015-09-01,2015-09-01,2017-07-18,686,"Multicentric","1"
"2434",2519,"No Results Available","Female","Phase 3","NIH|Other","May 2009",2013-06-01,2013-06-01,NA,NA," United States","0"
"2435",2520,"No Results Available","All","Phase 1","Other","October 2008",2009-11-01,2009-12-01,NA,NA," United States","0"
"2436",2521,"Has Results","All","Phase 1|Phase 2","Other","March 1, 2009",2013-10-01,2015-08-03,2018-08-08,1772,"Multicentric","1"
"2437",2522,"No Results Available","All","Phase 2","Industry|Other","July 5, 2014",2015-06-18,2015-06-18,NA,NA," Taiwan","0"
"2438",2523,"No Results Available","All","Phase 1","Industry","June 2013",2014-08-01,2015-04-01,NA,NA," United States","0"
"2439",2524,"Has Results","Female","Phase 2","Industry","April 2010",2014-01-01,2014-01-01,2014-09-19,261,"Multicentric","1"
"2440",2525,"Has Results","All","Phase 2","Other","November 2009",2010-09-01,2012-08-01,2016-06-16,2115," China","0"
"2441",2526,"No Results Available","All","Phase 1","Industry","June 2009",2011-06-01,2011-06-01,NA,NA,"Multicentric","1"
"2442",2527,"No Results Available","All","Phase 1","Industry","April 2011",2015-01-01,2015-01-01,NA,NA,"Multicentric","1"
"2443",2528,"No Results Available","All","Phase 2","Industry|Other","February 2012",2015-01-01,2016-11-01,NA,NA,"Multicentric","1"
"2444",2529,"No Results Available","All","Phase 1","Industry","June 2008",2013-02-01,2013-02-01,NA,NA,"Multicentric","1"
"2445",2530,"Has Results","All","Phase 3","Industry","August 2012",2013-12-01,2014-03-01,2016-02-22,813,"Multicentric","1"
"2446",2531,"Has Results","All","Phase 2","Other","February 2013",2015-05-01,2015-05-01,2016-07-07,433,"Multicentric","1"
"2447",2532,"No Results Available","All","Phase 1","Industry","July 2012",2014-04-01,2014-04-01,NA,NA,"Multicentric","1"
"2448",2533,"Has Results","All","Phase 1","Industry","January 2010",2011-12-01,2014-01-01,2013-01-14,410,"Multicentric","1"
"2449",2534,"Has Results","All","Phase 2","NIH","May 2010",2011-05-01,2012-03-01,2012-06-11,407," United States","0"
"2450",2535,"No Results Available","All","Phase 1","Industry","December 2009",2011-02-01,2011-06-01,NA,NA,"Multicentric","1"
"2451",2536,"No Results Available","Female","Phase 2","Industry|Other|NIH","April 1, 2014",2017-04-20,2017-04-20,NA,NA,"Multicentric","1"
"2452",2537,"No Results Available","All","Phase 1","Industry","November 2009",2012-12-01,2015-04-01,NA,NA," Japan","0"
"2453",2538,"No Results Available","All","Phase 2","Industry|Other","July 2012",2014-08-01,NA,NA,NA," France","0"
"2454",2539,"No Results Available","All","Phase 1","Industry","August 2009",2012-04-01,2012-08-01,NA,NA," Republic of","0"
"2455",2540,"Has Results","All","Phase 1|Phase 2","Industry","October 2008",2011-09-01,2013-06-01,2014-04-30,972,"Multicentric","1"
"2456",2541,"Has Results","All","Phase 3","Industry","July 2012",2016-03-01,2018-08-01,2018-10-30,973,"Multicentric","1"
"2457",2542,"No Results Available","Male","Phase 2","Industry|Other","October 31, 2013",2017-07-28,2017-07-28,NA,NA," United States","0"
"2458",2543,"No Results Available","All","Phase 1","Industry","November 2010",2013-06-01,2013-06-01,NA,NA,"Multicentric","1"
"2459",2544,"No Results Available","All","Phase 1","Other","September 2013",2015-06-05,2015-12-17,NA,NA," Denmark","0"
"2460",2546,"Has Results","All","Phase 1","Industry","January 2010",2012-02-01,2012-02-01,2017-02-03,1829," Japan","0"
"2461",2547,"No Results Available","All","Phase 1","NIH|Other","January 2011",2013-05-01,2015-07-01,NA,NA," United States","0"
"2462",2548,"No Results Available","All","Phase 2","Industry|Other","December 2011",2012-11-01,2012-11-01,NA,NA," Netherlands","0"
"2463",2550,"No Results Available","Female","Phase 3","Other","November 2009",2013-10-01,2013-10-01,NA,NA," France","0"
"2464",2551,"Has Results","All","Phase 2","Industry|Other","September 21, 2011",2016-10-01,2017-02-10,2018-05-08,584,"Multicentric","1"
"2465",2552,"Has Results","Female","Phase 2","Industry","March 2010",2012-04-01,2012-07-01,2014-06-05,795,"Multicentric","1"
"2466",2553,"Has Results","Female","Phase 2","Industry","July 2, 2008",2011-01-05,2018-01-03,2011-11-22,321,"Multicentric","1"
"2467",2554,"No Results Available","All","Phase 1","Industry|Other","February 2012",2013-03-01,2016-05-01,NA,NA,"Multicentric","1"
"2468",2555,"No Results Available","All","Phase 1","Industry","December 2013",2015-10-01,2015-10-01,NA,NA," United States","0"
"2469",2556,"No Results Available","All","Phase 2","Industry","February 2011",2012-08-01,2012-12-01,NA,NA," China","0"
"2470",2557,"No Results Available","All","Phase 1|Phase 2","Industry","August 2011",2015-01-01,2015-05-01,NA,NA," Germany","0"
"2471",2559,"No Results Available","All","Phase 2","NIH|Other","March 2008",2009-08-01,2009-09-01,NA,NA,"Multicentric","1"
"2472",2560,"No Results Available","All","Phase 1","Industry","July 2011",2012-04-01,2012-05-01,NA,NA," Japan","0"
"2473",2561,"No Results Available","All","Phase 2","Industry|Other","December 15, 2010",2010-12-15,2018-04-18,NA,NA," France","0"
"2474",2562,"No Results Available","All","Phase 1","Industry|Other","February 2012",2016-03-01,2016-09-01,NA,NA," United States","0"
"2475",2563,"No Results Available","All","Phase 1|Phase 2","Industry","July 2010",2016-09-01,2017-05-04,NA,NA,"Multicentric","1"
"2476",2564,"Has Results","All","Phase 3","Industry","June 2008",2012-03-01,2013-02-01,2013-05-16,441,"Multicentric","1"
"2477",2565,"No Results Available","All","Phase 4","Industry","November 2012",2017-06-01,2017-06-01,NA,NA,"Multicentric","1"
"2478",2566,"No Results Available","All","Phase 1","Other","April 2010",2011-04-01,2011-06-01,NA,NA," United States","0"
"2479",2567,"Has Results","All","Phase 2","NIH","April 2010",2012-03-01,2014-05-01,2013-11-01,610,"Multicentric","1"
"2480",2568,"No Results Available","All","Phase 2","Other","March 2008",2011-07-01,2011-08-01,NA,NA," Republic of","0"
"2481",2569,"No Results Available","All","Phase 1","Other","September 2013",2016-10-01,2016-10-01,NA,NA," Belgium","0"
"2482",2570,"No Results Available","Female","Phase 4","Industry|Other","March 2014",2015-02-01,2015-02-01,NA,NA," United States","0"
"2483",2571,"No Results Available","All","Phase 1","Industry","March 10, 2009",2009-11-24,2009-11-24,NA,NA,"Multicentric","1"
"2484",2572,"No Results Available","All","Phase 2","Industry|Other","August 2010",2013-11-01,2014-08-01,NA,NA," Republic of","0"
"2485",2573,"No Results Available","All","Phase 1","Industry|Other","June 2009",2012-04-01,2012-07-01,NA,NA," China","0"
"2486",2574,"Has Results","Female","Phase 2","Other","July 2010",2014-04-01,2014-04-01,2017-02-24,1060," United States","0"
"2487",2575,"No Results Available","All","Phase 1","NIH|Other","September 2013",2016-03-01,2016-03-01,NA,NA," United States","0"
"2488",2576,"No Results Available","All","Phase 2","Industry","January 29, 2013",2015-08-21,2017-06-15,NA,NA,"Multicentric","1"
"2489",2577,"Has Results","All","Phase 1","Industry","March 2009",2011-05-01,2011-05-01,2012-01-27,271," Netherlands","0"
"2490",2578,"No Results Available","All","Phase 1","Industry","July 2008",2009-11-01,NA,NA,NA,"Multicentric","1"
"2491",2579,"No Results Available","All","Phase 1","Other","March 2010",2013-03-01,2013-03-01,NA,NA,"Multicentric","1"
"2492",2581,"No Results Available","All","Phase 2","Industry","March 2010",2013-03-01,2013-03-01,NA,NA," Israel","0"
"2493",2582,"Has Results","All","Phase 1","Industry|Other","March 2011",2013-03-01,2013-11-01,2013-11-19,263," United States","0"
"2494",2583,"No Results Available","All","Phase 2","Industry","April 2013",2017-07-01,2017-08-01,NA,NA,"Multicentric","1"
"2495",2584,"Has Results","All","Phase 1","Industry","July 2008",2010-04-01,2010-04-01,2012-03-26,725," Japan","0"
"2496",2585,"No Results Available","All","Phase 3","Industry","October 2008",2010-02-01,2010-02-01,NA,NA," France","0"
"2497",2586,"Has Results","Female","Phase 4","Industry|Other","September 2011",2015-03-01,2015-03-01,2015-05-27,87," United States","0"
"2498",2587,"No Results Available","All","Phase 1","Industry","June 28, 2013",2016-03-18,2016-08-16,NA,NA,"Multicentric","1"
"2499",2588,"Has Results","All","Phase 1","Industry","June 2009",2012-03-01,2012-03-01,2014-09-15,928,"Multicentric","1"
"2500",2589,"Has Results","Female","Phase 3","Industry","April 2012",2014-12-01,2014-12-01,2015-11-26,360,"Multicentric","1"
"2501",2590,"Has Results","All","Phase 2","NIH|Other","September 2009",2014-05-01,2014-05-01,2016-03-29,698,"Multicentric","1"
"2502",2591,"No Results Available","All","Phase 1","Industry","February 2010",2011-09-01,2011-09-01,NA,NA,"Multicentric","1"
"2503",2592,"Has Results","All","Phase 1","Industry","January 2010",2011-08-01,2012-10-01,2018-11-02,2650,"Multicentric","1"
"2504",2593,"No Results Available","Female","Phase 2","Other","October 2011",2016-07-01,2017-05-01,NA,NA," Brazil","0"
"2505",2594,"No Results Available","All","Phase 1|Phase 2","Industry","June 2011",2016-01-01,2016-04-01,NA,NA,"Multicentric","1"
"2506",2595,"No Results Available","Male","Phase 2","Industry","February 2016",2016-12-01,2017-02-01,NA,NA," United States","0"
"2507",2596,"Has Results","All","Phase 2","NIH|Other","September 2009",2010-01-01,2014-02-01,2014-03-03,1522,"Multicentric","1"
"2508",2597,"No Results Available","All","Phase 1","NIH","January 2008",2009-09-01,NA,NA,NA," United States","0"
"2509",2598,"No Results Available","All","Phase 1","Other","April 3, 2008",2015-11-01,2016-04-01,NA,NA," Singapore","0"
"2510",2599,"No Results Available","All","Phase 1","Industry","September 2008",2012-05-01,2012-10-01,NA,NA,"Multicentric","1"
"2511",2600,"No Results Available","All","Phase 1","Industry","August 2008",2016-12-01,2016-12-01,NA,NA,"Multicentric","1"
"2512",2601,"No Results Available","All","Phase 1","Industry","January 2010",2011-07-01,2011-07-01,NA,NA,"Multicentric","1"
"2513",2602,"No Results Available","All","Phase 3","Other","November 2009",2012-10-01,2012-10-01,NA,NA," Italy","0"
"2514",2603,"No Results Available","All","Phase 1","Industry","March 19, 2015",2016-06-02,2016-06-02,NA,NA," Netherlands","0"
"2515",2604,"No Results Available","All","Phase 2","Other","June 8, 2011",2014-09-01,2017-06-07,NA,NA," Spain","0"
"2516",2605,"No Results Available","All","Phase 1","Industry","December 2011",2014-07-01,2014-07-01,NA,NA,"Multicentric","1"
"2517",2606,"No Results Available","All","Phase 1|Phase 2","Other","January 2015",2015-08-01,2015-08-01,NA,NA," China","0"
"2518",2607,"No Results Available","All","Phase 1","Other","November 2013",2014-11-12,2014-11-12,NA,NA," United States","0"
"2519",2608,"Has Results","All","Phase 2","NIH|Other","March 2009",2010-11-01,2013-05-01,2017-04-05,2347,"Multicentric","1"
"2520",2609,"No Results Available","All","Phase 2","Other","December 2014",2016-04-01,2016-04-01,NA,NA," Canada","0"
"2521",2610,"No Results Available","All","Phase 1","Industry","January 2008",2010-04-01,2010-07-01,NA,NA,"Multicentric","1"
"2522",2611,"No Results Available","All","Phase 1","Industry","October 2011",2014-07-01,2015-05-01,NA,NA,"Multicentric","1"
"2523",2612,"No Results Available","All","Phase 1","NIH|Other","September 13, 2009",2013-05-01,2016-10-10,NA,NA," United States","0"
"2524",2613,"No Results Available","All","Phase 1","Industry","May 2014",2016-03-01,2016-03-01,NA,NA,"Multicentric","1"
"2525",2614,"No Results Available","All","Phase 1","Industry","February 2011",2014-01-01,2017-01-01,NA,NA," United States","0"
"2526",2615,"No Results Available","All","Phase 1","Industry|Other","November 2008",2013-11-01,2015-07-01,NA,NA," United States","0"
"2527",2616,"No Results Available","Female","Phase 2","Other","January 2013",2015-11-01,2016-10-01,NA,NA,"Multicentric","1"
"2528",2617,"Has Results","All","Phase 2","Industry|Other","December 2008",2011-10-01,2012-03-01,2017-03-10,1987," United States","0"
"2529",2618,"No Results Available","All","Phase 3","Other","November 2009",2014-12-01,2014-12-01,NA,NA," France","0"
"2530",2619,"No Results Available","All","Phase 1","Industry","June 2012",2014-10-01,2014-10-01,NA,NA," Republic of","0"
"2531",2621,"No Results Available","All","Phase 1","Industry","December 2008",2013-02-01,2014-12-01,NA,NA,"Multicentric","1"
"2532",2622,"Has Results","All","Phase 2","Industry","February 2008",2011-05-01,2011-05-01,2014-08-29,1216,"Multicentric","1"
"2533",2623,"No Results Available","All","Phase 1","Other","January 2009",2013-06-01,2017-06-01,NA,NA," United States","0"
"2534",2624,"Has Results","All","Phase 2","Other","July 2012",2014-07-01,2014-07-01,2016-07-25,755," United States","0"
"2535",2625,"No Results Available","All","Phase 2","NIH|Other","December 17, 2009",2017-03-17,2017-03-17,NA,NA," United States","0"
"2536",2626,"No Results Available","All","Phase 1","Industry","May 2011",2014-05-01,2014-05-01,NA,NA,"Multicentric","1"
"2537",2627,"Has Results","All","Phase 2","Industry|Other","April 2013",2017-10-01,2017-10-01,2017-11-14,44,"Multicentric","1"
"2538",2628,"No Results Available","All","Phase 1","NIH","May 11, 2011",2017-02-07,2018-07-06,NA,NA," United States","0"
"2539",2629,"No Results Available","All","Phase 1","Industry","July 27, 2010",2015-12-21,2015-12-21,NA,NA,"Multicentric","1"
"2540",2630,"Has Results","All","Phase 2","NIH|Other","December 2008",2011-03-01,2013-05-01,2017-01-25,2157,"Multicentric","1"
"2541",2631,"No Results Available","All","Phase 1","Industry","December 2010",2013-03-01,2013-05-01,NA,NA,"Multicentric","1"
"2542",2632,"No Results Available","All","Phase 2","Industry|Other","June 6, 2014",2017-06-28,2017-06-28,NA,NA,"Multicentric","1"
"2543",2633,"Has Results","All","Phase 4","Industry|Other","April 2010",2014-09-01,2014-09-01,2016-12-12,833," United States","0"
"2544",2634,"No Results Available","All","Phase 2","NIH|Other","February 2009",2014-08-01,NA,NA,NA,"Multicentric","1"
"2545",2635,"No Results Available","All","Phase 1|Phase 2","Industry","July 2011",2014-12-01,2014-12-01,NA,NA,"Multicentric","1"
"2546",2636,"No Results Available","All","Phase 2","Industry|Other","April 2014",2015-04-01,2015-11-01,NA,NA,"Multicentric","1"
"2547",2637,"No Results Available","All","Phase 1","Other","August 2013",2015-11-01,2016-04-01,NA,NA," Japan","0"
"2548",2639,"No Results Available","All","Phase 1","Industry","February 2008",2008-09-01,2009-06-01,NA,NA,"Multicentric","1"
"2549",2640,"No Results Available","All","Phase 2","Other","December 2010",2013-04-01,2015-11-01,NA,NA,"Multicentric","1"
"2550",2641,"Has Results","All","Phase 1","Industry","February 2015",2016-07-01,2016-11-01,2017-12-04,521,"Multicentric","1"
"2551",2642,"No Results Available","All","Phase 4","Other","May 2011",2014-04-01,2014-10-01,NA,NA,"Multicentric","1"
"2552",2643,"No Results Available","All","Phase 1","NIH|Other","June 2008",2011-07-01,2013-06-01,NA,NA," United States","0"
"2553",2644,"No Results Available","All","Phase 1","Industry","June 8, 2011",2011-09-12,2011-09-12,NA,NA," United States","0"
"2554",2645,"Has Results","Male","Phase 2","Industry","October 2008",2012-04-01,2015-05-01,2014-05-12,771,"Multicentric","1"
"2555",2646,"No Results Available","All","Phase 1|Phase 2","NIH|Other","June 2014",2017-05-31,2017-05-31,NA,NA,"Multicentric","1"
"2556",2647,"No Results Available","All","Phase 1|Phase 2","Industry","January 2008",2011-12-01,2011-12-01,NA,NA,"Multicentric","1"
"2557",2648,"No Results Available","All","Phase 1|Phase 2","Industry","May 2008",2012-12-01,2012-12-01,NA,NA,"Multicentric","1"
"2558",2649,"No Results Available","All","Phase 1","Industry","February 2009",2012-06-01,2012-11-01,NA,NA,"Multicentric","1"
"2559",2650,"No Results Available","Female","Phase 2","Industry","May 24, 2011",2017-03-13,2017-03-13,NA,NA,"Multicentric","1"
"2560",2651,"Has Results","All","Phase 2","NIH","April 15, 2008",2013-12-31,NA,2015-03-19,443,"Multicentric","1"
"2561",2652,"No Results Available","All","Phase 1","Industry","April 2009",2017-02-01,2017-02-01,NA,NA," Italy","0"
"2562",2653,"No Results Available","All","Phase 1","Industry","July 2010",2013-10-01,2014-01-01,NA,NA,"Multicentric","1"
"2563",2654,"No Results Available","All","Phase 1","Industry|Other","July 2010",2013-03-01,2013-06-01,NA,NA," United States","0"
"2564",2655,"No Results Available","All","Phase 3","Other","October 14, 2012",2015-06-30,2016-09-14,NA,NA,"Multicentric","1"
"2565",2656,"Has Results","All","Phase 2","Industry","December 2013",2015-01-01,2016-02-01,2016-02-22,417,"Multicentric","1"
"2566",2657,"No Results Available","All","Phase 1","Industry","December 2011",2013-11-01,2014-01-01,NA,NA,"Multicentric","1"
